campo_mourao,autumn,3,1.0,50.0,1.0,400.0,0.9,4,1.0,50.0,1.0,500.0,0.9,5,1.0,50.0,1.0,500.0,0.9,6,1.0,50.0,1.0,500.0,0.9,7,1.0,50.0,1.0,450.0,0.9
campo_mourao,spring,3,1.0,50.0,1.0,550.0,0.9,4,1.0,50.0,1.0,550.0,0.9,5,1.0,50.0,1.0,550.0,0.9,6,1.0,50.0,1.0,500.0,0.9,7,1.0,50.0,1.0,500.0,0.9
campo_mourao,winter,3,1.0,50.0,1.0,210.0,0.9,4,1.0,50.0,1.0,210.0,0.9,5,1.0,50.0,1.0,250.0,0.9,6,1.0,50.0,1.0,300.0,0.9,7,1.0,50.0,1.0,400.0,0.9
campo_mourao,summer,3,1.0,50.0,1.0,450.0,0.9,4,1.0,50.0,1.0,450.0,0.9,5,1.0,50.0,1.0,450.0,0.9,6,1.0,50.0,1.0,350.0,0.9,7,1.0,50.0,1.0,350.0,0.9
diamantino,autumn,3,1.0,50.0,1.0,450.0,0.9,4,1.0,50.0,1.0,450.0,0.9,5,1.0,50.0,1.0,450.0,0.9,6,1.0,50.0,1.0,450.0,0.9,7,1.0,50.0,1.0,450.0,0.9
diamantino,spring,3,1.0,50.0,1.0,450.0,0.9,4,1.0,50.0,1.0,450.0,0.9,5,1.0,50.0,1.0,400.0,0.9,6,1.0,50.0,1.0,400.0,0.9,7,1.0,50.0,1.0,480.0,0.9
diamantino,winter,3,1.0,50.0,1.0,240.0,0.9,4,1.0,50.0,1.0,269.0,0.9,5,1.0,50.0,1.0,243.0,0.9,6,1.0,50.0,1.0,245.0,0.9,7,1.0,50.0,1.0,250.0,0.9
diamantino,summer,3,1.0,50.0,1.0,450.0,0.9,4,1.0,50.0,1.0,300.0,0.9,5,1.0,50.0,1.0,250.0,0.9,6,1.0,50.0,1.0,400.0,0.9,7,1.0,50.0,1.0,400.0,0.9
ivinhema,autumn,3,1.0,50.0,1.0,500.0,0.9,4,1.0,50.0,1.0,500.0,0.9,5,1.0,50.0,1.0,500.0,0.9,6,1.0,50.0,1.0,500.0,0.9,7,1.0,50.0,1.0,500.0,0.9
ivinhema,spring,3,1.0,50.0,1.0,450.0,0.9,4,1.0,50.0,1.0,450.0,0.9,5,1.0,50.0,1.0,450.0,0.9,6,1.0,50.0,1.0,500.0,0.9,7,1.0,50.0,1.0,500.0,0.9
ivinhema,winter,3,1.0,50.0,1.0,210.0,0.9,4,1.0,50.0,1.0,450.0,0.9,5,1.0,50.0,1.0,450.0,0.9,6,1.0,50.0,1.0,350.0,0.9,7,1.0,50.0,1.0,350.0,0.9
ivinhema,summer,3,1.0,50.0,1.0,350.0,0.9,4,1.0,50.0,1.0,350.0,0.9,5,1.0,50.0,1.0,350.0,0.9,6,1.0,50.0,1.0,350.0,0.9,7,1.0,50.0,1.0,376.0,0.9
jaboticabal,autumn,3,1.0,50.0,1.0,500.0,0.9,4,1.0,50.0,1.0,396.0,0.9,5,1.0,50.0,1.0,430.0,0.9,6,1.0,50.0,1.0,430.0,0.9,7,1.0,50.0,1.0,600.0,0.9
jaboticabal,spring,3,1.0,50.0,1.0,500.0,0.9,4,1.0,50.0,1.0,420.0,0.9,5,1.0,50.0,1.0,360.0,0.9,6,1.0,50.0,1.0,350.0,0.9,7,1.0,50.0,1.0,400.0,0.9
jaboticabal,winter,3,1.0,50.0,1.0,194.0,0.9,4,1.0,50.0,1.0,220.0,0.9,5,1.0,50.0,1.0,320.0,0.9,6,1.0,50.0,1.0,350.0,0.9,7,1.0,50.0,1.0,440.0,0.9
jaboticabal,summer,3,1.0,50.0,1.0,400.0,0.9,4,1.0,50.0,1.0,360.0,0.9,5,1.0,50.0,1.0,300.0,0.9,6,1.0,50.0,1.0,300.0,0.9,7,1.0,50.0,1.0,400.0,0.9
jaguaruana,autumn,3,1.0,50.0,1.0,350.0,0.9,4,1.0,50.0,1.0,330.0,0.9,5,1.0,50.0,1.0,330.0,0.9,6,1.0,50.0,1.0,330.0,0.9,7,1.0,50.0,1.0,330.0,0.9
jaguaruana,spring,3,1.0,50.0,1.0,118.0,0.9,4,1.0,50.0,1.0,269.0,0.9,5,1.0,50.0,1.0,274.0,0.9,6,1.0,50.0,1.0,350.0,0.9,7,1.0,50.0,1.0,252.0,0.9
jaguaruana,winter,3,1.0,50.0,1.0,223.0,0.9,4,1.0,50.0,1.0,326.0,0.9,5,1.0,50.0,1.0,360.0,0.9,6,1.0,50.0,1.0,343.0,0.9,7,1.0,50.0,1.0,370.0,0.9
jaguaruana,summer,3,1.0,50.0,1.0,370.0,0.9,4,1.0,50.0,1.0,370.0,0.9,5,1.0,50.0,1.0,350.0,0.9,6,1.0,50.0,1.0,350.0,0.9,7,1.0,50.0,1.0,400.0,0.9
maceio,autumn,3,1.0,50.0,1.0,200.0,0.9,4,1.0,50.0,1.0,200.0,0.9,5,1.0,50.0,1.0,300.0,0.9,6,1.0,50.0,1.0,240.0,0.9,7,1.0,50.0,1.0,255.0,0.9
maceio,spring,3,1.0,50.0,1.0,300.0,0.9,4,1.0,50.0,1.0,400.0,0.9,5,1.0,50.0,1.0,400.0,0.9,6,1.0,50.0,1.0,350.0,0.9,7,1.0,50.0,1.0,400.0,0.9
maceio,winter,3,1.0,50.0,1.0,200.0,0.9,4,1.0,50.0,1.0,200.0,0.9,5,1.0,50.0,1.0,250.0,0.9,6,1.0,50.0,1.0,200.0,0.9,7,1.0,50.0,1.0,200.0,0.9
maceio,summer,3,1.0,50.0,1.0,500.0,0.9,4,1.0,50.0,1.0,1000.0,0.9,5,1.0,50.0,1.0,750.0,0.9,6,1.0,50.0,1.0,600.0,0.9,7,1.0,50.0,1.0,500.0,0.9
piracicaba,autumn,3,1.0,50.0,1.0,370.0,0.9,4,1.0,50.0,1.0,230.0,0.9,5,1.0,50.0,1.0,250.0,0.9,6,1.0,50.0,1.0,250.0,0.9,7,1.0,50.0,1.0,500.0,0.9
piracicaba,spring,3,1.0,50.0,1.0,450.0,0.9,4,1.0,50.0,1.0,450.0,0.9,5,1.0,50.0,1.0,600.0,0.9,6,1.0,50.0,1.0,250.0,0.9,7,1.0,50.0,1.0,250.0,0.9
piracicaba,winter,3,1.0,50.0,1.0,400.0,0.9,4,1.0,50.0,1.0,400.0,0.9,5,1.0,50.0,1.0,400.0,0.9,6,1.0,50.0,1.0,310.0,0.9,7,1.0,50.0,1.0,350.0,0.9
piracicaba,summer,3,1.0,50.0,1.0,500.0,0.9,4,1.0,50.0,1.0,500.0,0.9,5,1.0,50.0,1.0,230.0,0.9,6,1.0,50.0,1.0,260.0,0.9,7,1.0,50.0,1.0,250.0,0.9
presidente_prudente,autumn,3,1.0,50.0,1.0,387.0,0.9,4,1.0,50.0,1.0,800.0,0.9,5,1.0,50.0,1.0,800.0,0.9,6,1.0,50.0,1.0,376.0,0.9,7,1.0,50.0,1.0,350.0,0.9
presidente_prudente,spring,3,1.0,50.0,1.0,467.0,0.9,4,1.0,50.0,1.0,453.0,0.9,5,1.0,50.0,1.0,480.0,0.9,6,1.0,50.0,1.0,480.0,0.9,7,1.0,50.0,1.0,480.0,0.9
presidente_prudente,winter,3,1.0,50.0,1.0,205.0,0.9,4,1.0,50.0,1.0,341.0,0.9,5,1.0,50.0,1.0,496.0,0.9,6,1.0,50.0,1.0,530.0,0.9,7,1.0,50.0,1.0,550.0,0.9
presidente_prudente,summer,3,1.0,50.0,1.0,550.0,0.9,4,1.0,50.0,1.0,550.0,0.9,5,1.0,50.0,1.0,430.0,0.9,6,1.0,50.0,1.0,353.0,0.9,7,1.0,50.0,1.0,550.0,0.9
rio_verde,autumn,3,1.0,50.0,1.0,400.0,0.9,4,1.0,50.0,1.0,400.0,0.9,5,1.0,50.0,1.0,400.0,0.9,6,1.0,50.0,1.0,400.0,0.9,7,1.0,50.0,1.0,400.0,0.9
rio_verde,spring,3,1.0,50.0,1.0,400.0,0.9,4,1.0,50.0,1.0,400.0,0.9,5,1.0,50.0,1.0,400.0,0.9,6,1.0,50.0,1.0,400.0,0.9,7,1.0,50.0,1.0,400.0,0.9
rio_verde,winter,3,1.0,50.0,1.0,244.0,0.9,4,1.0,50.0,1.0,192.0,0.9,5,1.0,50.0,1.0,241.0,0.9,6,1.0,50.0,1.0,238.0,0.9,7,1.0,50.0,1.0,320.0,0.9
rio_verde,summer,3,1.0,50.0,1.0,400.0,0.9,4,1.0,50.0,1.0,400.0,0.9,5,1.0,50.0,1.0,400.0,0.9,6,1.0,50.0,1.0,400.0,0.9,7,1.0,50.0,1.0,400.0,0.9
uberaba,autumn,3,1.0,50.0,1.0,290.0,0.9,4,1.0,50.0,1.0,290.0,0.9,5,1.0,50.0,1.0,354.0,0.9,6,1.0,50.0,1.0,360.0,0.9,7,1.0,50.0,1.0,360.0,0.9
uberaba,spring,3,1.0,50.0,1.0,380.0,0.9,4,1.0,50.0,1.0,380.0,0.9,5,1.0,50.0,1.0,380.0,0.9,6,1.0,50.0,1.0,346.0,0.9,7,1.0,50.0,1.0,380.0,0.9
uberaba,winter,3,1.0,50.0,1.0,105.0,0.9,4,1.0,50.0,1.0,221.0,0.9,5,1.0,50.0,1.0,229.0,0.9,6,1.0,50.0,1.0,208.0,0.9,7,1.0,50.0,1.0,268.0,0.9
uberaba,summer,3,1.0,50.0,1.0,357.0,0.9,4,1.0,50.0,1.0,316.0,0.9,5,1.0,50.0,1.0,251.0,0.9,6,1.0,50.0,1.0,351.0,0.9,7,1.0,50.0,1.0,365.0,0.9
